A1,A19,A6,A14,A11,A18,A12,A8,A4,A3,A7,A15,A9,A10,A17,A13,A2,A16,A5,A20,A21
3,1,0,0,2,1,2,2,9,3,1,1,2,0,2,27,24,2,8648,0,2
3,1,0,0,2,1,2,2,9,3,1,1,2,0,2,27,24,2,8648,0,2
1.940165553,0.529917224,0,2,1.470082776,1,1.470082776,1.470082776,3.529917224,2,1,0.529917224,2.059834447,0.470082776,2,20.58975167,16.94875836,1.470082776,2011.265116,0,2
1,1,0,2,1,1,1,1,4,2,1,1,3,0,2,22,24,1,2039,0,2
1.729379295,0.729379295,1.729379295,1.729379295,1.729379295,1,0.270620705,3.188137886,0,3.188137886,2.458758591,1,2.458758591,0,1.729379295,29.08248282,10.37627577,2.458758591,936.8350344,0,2
1.51336191,0.51336191,1.51336191,1.51336191,1.51336191,1,0.48663809,2.540085729,0,2.540085729,2.02672382,1,2.02672382,0,1.51336191,29.94655236,9.080171459,2.02672382,935.1068953,0,2
3,1,0,1,2,1,2,4,9,4,0,1,2,0,3,42,12,2,2292,0,2
2.424614128,0.808204709,0,1.191795291,1.808204709,1,1.616409419,4,7.273842385,3.616409419,0.767181162,1,2,0.191795291,2.808204709,42.57538587,14.30154349,1.808204709,2294.109748,0,2
0,0,4,2,3.467192749,1,0.266403625,4,0,2,2,0.266403625,1,0,2,27.66403625,24,1,1373.664036,0,2
0,0.797143825,4,1.202856175,2.797143825,1,1.797143825,4,1.59428765,1.202856175,3.59428765,1,1.797143825,0,2.797143825,38.98571913,24,1,1362.665692,0,2
0.471046597,0,0,2,1.471046597,2,0.314031064,4,0,2.157015532,1.471046597,1,2,0,1,35.19821745,13.88418639,1.157015532,2572.562363,0,2
1.937878165,0,0,2,2.937878165,2,1.291918777,4,0,2.645959388,2.937878165,1,2,0,1,42.04343144,19.75151266,1.645959388,2552.515665,0,2
0.11194342,0,0.447773681,0.223886841,3.776113159,1,1.88805658,4,0,0.223886841,2,1,1.88805658,0,2,46.3208487,12.67166052,1.88805658,1077.522263,0,2
0.297416224,0,1.189664898,0.594832449,3.405167551,1,1.702583776,4,0,0.594832449,2,1,1.702583776,0,2,43.53875663,13.78449735,1.702583776,1070.103351,0,2
1.539129638,0.730435181,2.921740724,0,2,1,1,1.269564819,2.191305543,2.539129638,3.730435181,1,1.269564819,0,2,26.61738891,13.61738891,1.269564819,2765.504343,0,2
0.956239242,0.956239242,3.82495697,0,2.087521515,1,1.043760758,1.131282273,3,1.956239242,4,1,1.043760758,0,2,25.26256455,13.05025818,1,2761.299828,0,2
0,0,0,2,4,2,3,2,6,4,0,2,1,0,0,55,18,3,1190,0,2
0,0,0,2,4,2,3,2,6,4,0,2,1,0,0,55,18,3,1190,0,2
1,1,1.431732303,2,2.284133848,1,1.284133848,2,5.926200772,3.284133848,3.284133848,1,1.715866152,0,2.642066924,30.77860232,10.07379923,1.642066924,1494.915138,0,2
0.127603839,0.127603839,0.510415356,2,3.617188483,1.872396161,2.617188483,3.744792322,0.510415356,1.127603839,2.872396161,1.872396161,2.127603839,0,1.127603839,31.10677313,17.23437697,1.872396161,1447.359361,0,2
1.252255673,0,0,2,1.747744327,1,1.495488655,4,6.756767018,1.747744327,1.747744327,1,1.747744327,0,1.495488655,28.99097731,12,1,631.4323298,0,2
1.959868114,0,0,1.959868114,1.060197829,1,0,4,8.899670285,1,1.020065943,1,1,0,0.020065943,25.95986811,12,1,609.341121,0,2
1.719114956,0.426961681,0.426961681,0.853923363,3.573038319,1.573038319,2.426961681,4,5.719114956,2,2.719114956,1,2.426961681,0,1,37.58430655,12,1,722.4156935,0,2
2.54300829,0,0,0.91398342,3.08601658,1.54300829,1.08601658,3.54300829,5.62902487,2,3.08601658,1,1.54300829,0,1,35.05910777,10.62902487,1,730.8817845,0,2
1,0.275963896,0,2,2.275963896,1,0.551927792,2,3.724036104,4,2.724036104,1,1.724036104,1.448072208,2.275963896,26.37981948,41.48367507,1.724036104,4977.982115,0,2
0.261265854,0.261265854,0,2,2.261265854,1,1.261265854,3.477468293,3,2.522531707,2.738734146,1,1.738734146,0,2.261265854,29.26126585,39.13519024,1,5157.314934,0,2
0,0.372083834,0,1.372083834,2.744167668,1.627916166,2,4,2.511664664,2,0.372083834,1,1.627916166,0,2.627916166,31.48833534,28.46500601,1,1830.069593,0,2
0,0.979622651,0,1.979622651,3.959245302,1.020377349,2,4,0.081509395,2,0.979622651,1,1.020377349,0,2.020377349,33.9184906,35.75547181,1,1841.61283,0,2
1.08387824,0,3,1.04193912,3.04193912,1.04193912,1.08387824,3.04193912,6,3,2.08387824,1.04193912,2.95806088,0,2,60.74836528,14.87418264,2,1513.803382,0,2
1,0.556817158,1.329548527,1.556817158,3,1,1.556817158,2.443182842,6.556817158,3.556817158,3.113634316,1,1.886365684,0,2.556817158,45.96593674,11.65909705,2,1505.875011,0,2
0,1,0,2,3,1,1,2,0,2,3,1,2,1,2,31,24,1,4817,0,2
0,0.976323357,0,2,3.023676643,1.023676643,1.047353285,2.023676643,0,2.023676643,2.976323357,1.023676643,2,0.976323357,2,31.52088614,24,1.023676643,4818.254862,0,2
0,1,1.334952208,2,4,1.667476104,3,3.667476104,2.334952208,1.332523896,1.997571688,2,2,0,2,31.66261948,20.00971325,1,3361.303384,0,2
0,1,1.487279755,2,4,1.743639878,3,3.743639878,2.487279755,1.256360122,1.769080367,2,2,0,2,31.28180061,20.92367853,1,3358.485325,0,2
0,0.12059738,0,0.241194759,2.87940262,1,2,4,3.12059738,1.241194759,1.87940262,0.87940262,1.87940262,0,1.87940262,42.1910393,18.72358428,1,1565.783322,0,2
0,0.197561532,0,0.395123065,2.802438468,1,2,4,3.197561532,1.395123065,1.802438468,0.802438468,1.802438468,0,1.802438468,41.03657701,19.18536919,1,1573.941522,0,2
0.332704407,0.332704407,0.332704407,2,3.334591186,1,1.332704407,2.332704407,3.332704407,2,1,0.667295593,0.99811322,0,1.332704407,28.00566034,28.00377356,1,3102.676729,0,2
0.240702914,0.240702914,0.240702914,2,1.240702914,1,1.240702914,3.759297086,0.962811658,2,1,0.759297086,1.481405829,0,2,25.79648543,24,1,3115.53821,0,2
0,0,0,1.113315749,4,1,0.556657875,4,5.669973624,1.556657875,1.443342125,1,1,0,1.556657875,23.44334213,8.660052752,1,526.9148983,0,2
0.659379292,0,0,2,3.010931062,1,0.670310354,4,7.659379292,1.670310354,1,1,1,0,1.340620708,23.98906894,7.978137876,1,501.080033,0,2
0,0,0,2,3,1,2,4,0,2,2,1,2,0,1,28,9,1,654,0,2
0.809806134,0,0,2,2.190193866,1,2,4,4.858836804,2,2,1,2,0,1.809806134,29.61961227,11.4294184,1,641.852908,0,2
1.230480141,0,0.230480141,2,2.460960282,1.230480141,2.230480141,3.308559576,3.078079435,3.539039718,2.460960282,1.230480141,2.539039718,0,1.769519859,36.45720212,16.15615887,1,1243.847599,0,2
1.564880761,0,0.564880761,2,3.129761522,1.564880761,2.564880761,2.305357718,1.740476957,2.870238478,3.129761522,1.564880761,1.870238478,0,1.435119239,41.47321141,13.48095391,1,1242.175596,0,2
0.386633921,0.386633921,0.386633921,2,3.226732159,1,1.386633921,1.773267841,3.386633921,0.773267841,1,0,1.773267841,0,2,24.45346432,20.31980352,1,3105.494054,0,2
0.642670419,0.642670419,0.642670419,2,2.714659162,1,1.642670419,2.285340838,3.642670419,1.285340838,1,0,2.285340838,0,2,23.42931832,21.85602252,1,3099.861251,0,2
1,0.521900599,0.478099401,1.043801199,4,1.478099401,1.956198801,4,1.912397602,3.478099401,0.478099401,1,2,0,2.521900599,42.69710539,14.60578921,1.478099401,1212.346696,0,2
1,0.468720663,0,2,2.406161989,1,0.468720663,2.406161989,0,2.468720663,2.125117348,0.468720663,0.937441326,0,2.468720663,46.46872066,9.187676021,1.531279337,1216.437911,0,2
1,1,0.964784715,2,4,1,2.035215285,2,0.316937564,2.894354145,4,1.035215285,1.964784715,0,3,42,35.68306244,3.92956943,8094.169946,0,2
0.857417333,0.857417333,0.570330669,2,4,1,3,2.142582667,7.859338662,0.285165335,4,2,1.142582667,0,2.857417333,42.71291334,28.28324401,1.857417333,8320.423905,0,2
0,0,3.491156863,2,4,1,2,2.127210784,3.254421568,2,2,1,2.872789216,0,2,24.32516666,27.05305882,1,3002.996593,0,2
0,0,0.944195344,2,4,1,2,2.763951164,4.527902328,2,2,1,2.236048836,0,2,45.97433958,42.33482794,1,3038.017314,0,2
2.510644246,1,0.244677877,0.489355754,1.755322123,1,2.244677877,2.489355754,7.531932738,2.755322123,1,0.755322123,2,0.244677877,2.244677877,27.48935575,26.93613452,1.755322123,8742.445661,0,2
0.99742885,1,0.99742885,2,1,1,2.99742885,3.994857699,2.992286549,2,1.005142301,0.00257115,2,0.99742885,2.99742885,28.98714425,36,1,9034.609363,0,2
0.349128063,0.349128063,0.349128063,2,1.349128063,1,1.349128063,3.650871937,1.396512251,2,1,0.650871937,1.698256126,0,2,25.25435969,24,1,3112.17703,0,2
0,0,0,2,2.880372252,1,1,2.119627748,1.880372252,0.746418499,1,0.373209249,1,0,2,26.37320925,20.2392555,1,3117.358883,0,2
0.149443539,0,0.149443539,1.701112922,4,1.149443539,1.298887078,4,0.597774155,2.298887078,1,0.149443539,1.149443539,0,2,26.09220954,24,1.149443539,1208.344992,0,2
1,0,1,0,4,2,3,4,4,4,1,1,2,0,2,38,24,2,1216,0,2
0,0,0,2,4,1,2.260524002,2.109213998,0,1.369737999,0.369737999,0,1,0.630262001,0.739475998,27.15131,24,1.630262001,1198.176332,0,2
0,0,0,2,4,1,1.166589719,3.750115421,0,1.91670514,0.91670514,0,1,0.08329486,1.833410281,24.4164743,24,1.08329486,1205.833872,0,2
0.499617702,0,0.666156936,2,4,1,1.833460766,2.333078468,2.500382298,2,2,0.166539234,1.166539234,0.333078468,1.833460766,21.16577464,11.66692153,1,1286.496559,0,2
2.748630563,0,4,2,4,1,1.167579624,4,0,2,2.083789812,0.916210188,1.916210188,1.832420376,1.083789812,27.41894906,11.17305737,1,1306.989045,0,2
0.957417386,1,0.957417386,1.914834771,1.957417386,1.957417386,1,1.042582614,0.127747843,1,0.042582614,1,1.914834771,0,2.957417386,34.8942349,15.38324353,1,6850.936818,0,2
1.770744636,0.614627682,2.156116955,2,2.770744636,1.614627682,1.385372318,1.385372318,0,1.385372318,0.770744636,0.614627682,2,0,2.614627682,47.10265882,16.15611695,1.385372318,6815.701864,0,2
0,0,0.841823436,2,2.841823436,1,0.841823436,4,4.209117179,2,0.474529693,1,1.158176564,0,2,22.63270626,12,1,743.8471782,0,2
0,0,0,2,2,1,0,4,0,2,3,1,2,0,2,26,12,1,759,0,2
3,1,0,2,4,1,1,2,3,4,1,0,1,0,2,23,36,2,7127,0,2
2.292749183,0.764249728,0,2,4,1.235750272,1.471500545,2.235750272,3,3.05699891,1.235750272,0.471500545,1.235750272,0,2,30.07250817,38.82900327,2,7125.113998,0,2
0,0.710598161,0,2,2,1,0.710598161,3.421196323,7.552990807,1.289401839,2,0.289401839,1.710598161,0,2,28.97418713,22.26358897,1,3169.392653,0,2
0,0.379625214,0,2,2,1,0.379625214,2.759250427,5.898126068,1.620374786,2,0.620374786,1.379625214,0,2,26.6573765,20.27775128,1,3178.990869,0,2
0,0.128619842,0,1.871380158,3.871380158,1.871380158,2.742760316,3.128619842,3.514479367,0.385859525,2,1.871380158,2,0,2,49.9131238,46.4565619,1.871380158,7089.160197,0,2
0,0,0,2,4,2,3,3,3,0,2,2,2,0,2,53,48,2,7119,0,2
0,0,0,2,1.230257617,1,0.153505078,4,0.307010156,2,3.846494922,0.923247461,1.846494922,0.923247461,2,43.92546446,24.92103047,1,2302.923247,0,2
0.683987821,0,0.683987821,2,3.316012179,1,2,3.316012179,1.264048716,0.632024358,1.316012179,0.683987821,0.683987821,0,2,28.94803654,23.68821922,1.683987821,2285.584292,0,2
1,0.643600026,1,2,4,1,2.356399974,2.712799948,1.425599895,2,2,0.712799948,1,0.356399974,2,35.84079942,22.48439945,1.643600026,2645.255999,0,2
0.114080929,0.114080929,0.114080929,2,1.342242786,1.885919071,0.228161857,3.771838143,0,2,1.114080929,0.885919071,1.885919071,0,1.114080929,32.42959536,12.34224279,1.114080929,2584.932208,0,2
2.618843714,0.618843714,0,1.381156286,1.618843714,1,2,3.237687429,8.237687429,4,0.381156286,0.618843714,1.237687429,0,2.618843714,38.56959343,15.43040657,1.618843714,2302.29122,0,2
2,0,0,2,1,1,2,2,7,4,1,0,0,0,2,33,21,1,2319,0,2
0,0,0,0,4,1,3,4,0,2,4,2,2,0,3,42,48,1,7763,0,2
0,0,0,0,4,1,3,4,0,2,4,2,2,0,3,42,48,1,7763,0,2
2.658595161,0,0,2,1,1.82929758,0.82929758,3.487892741,3.17070242,2,1,0.82929758,3,0.82929758,1.17070242,39.58595161,16.97578548,1,1533.170702,0,2
0.999509194,0,0,1.999018387,1.000981613,1,0.000981613,1.001472419,3.999509194,1.999509194,1.000490806,0.000490806,2.999509194,0,2,23.01030693,12.00294484,1,1534.009325,0,2
0,0,4,2,4,1,1,4,3,2,4,1,2,0,2,31,30,1,6350,0,2
0,0.760435821,0.958256715,2,4,1,2.520871642,4,1.479128358,3.520871642,4,1.760435821,2,0,2,42.40653732,43.68784478,1.760435821,6335.551719,0,2
1.773419477,0,0.226580523,1.546838955,1.226580523,1.773419477,0.453161045,2.453161045,4.359483136,2,2.453161045,0.773419477,1.546838955,0,1,40.11767411,18.67974157,1.226580523,2842.021689,0,2
1.548504949,0.451495051,1.805980204,1.097009898,1.451495051,1.548504949,0.451495051,1.548504949,3,2,2.902990102,1,1.548504949,0,1.451495051,29.93654454,15.29102969,1,2817.947505,0,2
0.711085379,0,1.422170758,1.288914621,2,2,0,4,0,3.355542689,1.066628068,1.644457311,2,0,1.644457311,40.86674386,24,2,1336.91097,0,2
0.091078078,0.045539039,0,2,2,1.954460961,0.091078078,4,0.182156155,2.863382883,0.045539039,1.954460961,2,0,2.045539039,42.59014865,23.31691442,2,1333.182156,0,2
0.473170208,0,0,0.946340416,3.053659584,1,0.946340416,4,4.946340416,1.473170208,2,1,1.473170208,0,1.473170208,26.83902125,12,1,632.1512127,0,2
0,0,0,1.056469335,3.471765332,1,1.056469335,4,1.88706133,1.528234668,2,1,1.528234668,0,1,26.11293867,10.415296,1,640.7905707,0,2
0,0.940121836,0,2,1.179634491,1.059878164,0.179634491,1.119756327,3.940121836,1.880243673,2.940121836,1.059878164,2.940121836,1.880243673,2,35.13768511,48,2,7006.18538,0,2
0,1,0,1.692680286,1,1,0.153659857,1.153659857,3.846340143,1.846340143,2.692680286,1,2.539020428,1.692680286,2,37.226857,44.31216343,1.846340143,6979.485198,0,2
0.852868919,0,0,0.852868919,1.294262161,1,1.705737839,2.294262161,4,2,1.147131081,1,2.147131081,0,2,22.58852432,12.88278648,1,1333.059835,0,2
1.334119723,0.334119723,0,1.334119723,1.334119723,1,2,2.668239446,4,1.331760554,1,1,2,0,2.334119723,26.00943667,10.99764083,1.334119723,1333.004718,0,2
1.198693434,0.099346717,0.900653283,1.900653283,2.900653283,1,2,3.099346717,0.894120454,0.397386868,0.900653283,1,1.099346717,0,2.099346717,29.39085404,17.4039197,2,2279.390854,0,2
1.461592443,0,0.538407557,2,2.076815114,1,2,2.538407557,3.231147102,1.846369773,1,0.538407557,0.538407557,0,2,30.30796222,19.38477733,1.538407557,2296.92529,0,2
3,1,4,0,4,1,1,1,0,0,2,1,1,0,2,29,21,2,5003,0,2
3,1,4,0,4,1,1,1,0,0,2,1,1,0,2,29,21,2,5003,0,2
0,0,0,1.595664644,2.404335356,1,0.404335356,3,0.606503034,3.393496966,2.202167678,1,1.202167678,0.797832322,2,28.59566464,14.42601214,1.797832322,3509.714887,0,2
0.48783337,0,0.48783337,0.97566674,4,1,2,2.51216663,3,1.48783337,2.51216663,0.51216663,1.51216663,0.48783337,2,24.07299978,26.92700022,1,3497.850496,0,2
1,0,0,2,2,1,0,2,3,4,1,1,2,0,1,31,18,2,1928,0,2
1,0.076843435,0,2,2.153686871,1,0,2.153686871,3.461060612,4,1.230530306,1,1.846313129,0,1.076843435,31,18.46106061,2,1928.537904,0,2
0,0,0,0,3.182395294,1,2,4,3.182395294,1,2.182395294,0.817604706,2,0.364790588,1.817604706,40.35209412,19.09437176,1,1551.723233,0,2
2.334063206,0,0,0,2.443957863,1,1.221978931,3.221978931,0.887915725,3.334063206,2.221978931,0.778021069,2,0.443957863,1.778021069,30.22416855,19.33187359,1.778021069,1533.551663,0,2
0,0,2.39792785,2,2.400518038,1,1.400518038,3.198963925,0,2,2.400518038,1,0.599481962,0,2,35.40051804,19.19378355,1,1377.395338,0,2
0.544119855,0,0.36274657,2,2.818626715,1,1.818626715,2,0,2,2.818626715,1,0.181373285,0,2,34.18626715,12,1,1374.539226,0,2
0,1,0,1.611947587,2.388052413,1,1.611947587,3.388052413,5.16415724,2.388052413,2,1,1.388052413,0,2,30.22389517,43.34337104,1,6808.058761,0,2
0.045835623,1,0.045835623,2,2,1.045835623,1.954164377,2.908328755,3.81665751,1.954164377,1.908328755,1,1.045835623,0,2.045835623,31.13750687,46.48742445,1,6762.216877,0,2
0,1,0,2,3.842242928,1,0.078878536,4,3.473271217,1.921121464,1.078878536,0,1.078878536,0,1.078878536,23.63102829,24,1,3228.241867,0,2
0,1,0,2,3.231595168,1,0.384202416,4,5.305214495,1.615797584,1.384202416,0,1.384202416,0,1.384202416,26.07361933,24,1,3205.953224,0,2
1,0,0.832170392,0.335659215,2.335659215,1,2,4,7.489533532,2.335659215,3.496511177,0.167829608,0,0,1.167829608,55.29379334,23.51744411,2,2775.894969,0,2
1.628184502,0,0,2,2.115446495,1.628184502,0.743630997,2.743630997,1.884553505,2.743630997,1.628184502,1,1.256369003,0,1.371815498,31.39729151,24.69267897,1.371815498,2847.640118,0,2
1,0,3.897981682,1.948990841,2.02550458,1,0.97449542,3.97449542,0,2.051009159,2.051009159,1,1.02550458,0.051009159,2,32.92348626,18,1.02550458,1042.357064,0,2
0.705821496,0,0,0.294178504,3.294178504,1,0,3.294178504,1.176714017,3.705821496,3.117464487,1,2.294178504,1.411642991,2,35.29521308,19.76507103,1.705821496,1046.586288,0,2
1,0,0,2,1,1,3,4,6,2,1,0,2,0,1,33,36,1,2384,0,2
0.336196743,0,0.663803257,2,1,1,1.672393486,2.008590229,4.008590229,2,0.336196743,0.663803257,0.672393486,0,1.663803257,33,28.03436092,1,2367.404919,0,2
0,0,0,0.490038939,4,1.245019469,0,1.245019469,3.245019469,2,2,0,1.245019469,0,1.754980531,20.24501947,19.47011682,1,2026.258988,0,2
0.645473071,0.645473071,0,1.290946142,2.709053858,1,0.645473071,2.290946142,3,2.645473071,0.709053858,0.645473071,1,0,2.645473071,29.03662299,21.87283843,1,2055.136827,0,2
0.246514188,0.753485812,0.246514188,1.506971624,3.246514188,1.246514188,0.739542563,4,4.753485812,2.493028376,1.753485812,1,2.753485812,0,1.246514188,44.78137231,19.47908513,1.246514188,1216.753486,0,2
0,0.190784808,0,2,3.809215192,1,1.618430384,4,0.95392404,3.618430384,3.618430384,1,2.190784808,0,1,57.5197975,22.85529115,1.809215192,1202.434127,0,2
0.175115292,0,0.175115292,2,3,1,1.175115292,3,2.474654124,3.299538831,3.474654124,1,1.824884708,0,2,54.39631065,13.05069175,2,2251.603689,0,2
2.592066857,0.864022286,0,1.135977714,2.135977714,1,1.864022286,3.864022286,8.184133713,4,0.543910858,1,2,0,2.864022286,44.44759886,12,2,2285.745025,0,2
1,1,0,2,4,1,1,3,0,2,2,0,1,0,1,20,24,1,2718,0,2
1,1,0,2,4,1,1,3,0,2,2,0,1,0,1,20,24,1,2718,0,2
0,0.23019252,0.92077008,1.76980748,3,1,2,2.46038504,0.46038504,1.76980748,3.23019252,1,0.46038504,0,2.23019252,36.92077008,14.76231024,1,1368.777305,0,2
0,0.379818632,4,1.620181368,3.620181368,1,0.759637264,4,0.759637264,1.620181368,2.759637264,0.379818632,1.379818632,0,2.379818632,30.69727948,24,1,1366.062358,0,2
1,0,0.035201217,1.964798783,1,1,1,3.894396348,2.894396348,1.964798783,1.964798783,1,1,0,1.964798783,30.07040243,8.894396348,1,918.4576158,0,2
1.73243827,0.73243827,1.73243827,1.73243827,1.73243827,1,0.26756173,3.197314809,0,3.197314809,2.464876539,1,2.464876539,0,1.73243827,29.07024692,10.39462962,2.464876539,936.8595062,0,2
0.431993675,0,0.431993675,2,3.568006325,1,2.431993675,3.13601265,0,1.568006325,3,0.431993675,1.431993675,0,2,25.59196205,17.52009488,1.568006325,1439.840032,0,2
0,0.997373676,0,2,2.005252648,1,2.997373676,3.002626324,0,2,1.005252648,1.994747352,1.997373676,0,2.997373676,26.9894947,9.039394861,1.002626324,1422.052526,0,2
1.878264785,0.121735215,0,2,2.24347043,1,1.75652957,3.634794355,4.608676076,1.75652957,2,1,2,0,1.878264785,27.21735215,34.53917742,1.24347043,4213.773792,0,2
1,0.299603173,0,2,2.599206345,1,1.400793655,3.101190482,2.696428554,2.801587309,0.599206345,1,2.700396827,0,2.400793655,30.39682538,28.20238096,2.299603173,4246.603175,0,2
1.282487214,0,0,1.717512786,3.717512786,1,1.858756393,3.717512786,0,4,1.282487214,1,0.282487214,0,2,27.56497443,33.45761508,2,2813.644038,0,2
3,0,0,0,2,1,1,2,0,4,3,1,2,0,2,31,18,2,2775,0,2
1,0,0.60873762,1.39126238,1,1,1,2.173787139,1.173787139,1.39126238,1.39126238,1,1,0,1.39126238,31.21747524,7.173787139,1,925.9135891,0,2
0.863721592,0,0.54511363,2,1.136278408,1,1.136278408,4,2.591164777,2,2,1,1.272556815,0,2,29.04605115,9.408835223,1,915.5469887,0,2
1.299191068,0.149595534,0,0.149595534,4,1,3,4,7,1.149595534,2.850404466,2,1.149595534,0,1.149595534,34.4487866,25.79514641,1,1834.30728,0,2
1,0,0,0,4,1,3,4,7,1,3,2,1,0,1,34,24,1,1837,0,2
2.761345157,1,0.159103229,2,2.159103229,1.079551614,2.079551614,4,3,1.920448386,1.920448386,1.079551614,1.079551614,0,2.920448386,28.15910323,35.04538063,1,3349,0,2
3,1,0,2,2,1,2,4,3,2,2,1,1,0,3,28,36,1,3349,0,2
0.011665183,0.988334817,0.011665183,0.023330366,4,1,1.023330366,2.023330366,0.046660731,3.976669634,3.976669634,0.023330366,1.988334817,1.988334817,2,43.08165628,16.23330366,1,2625.536598,0,2
1,0,1,2,4,1,3,4,4,2,2,2,1,1,2,50,36,1,2671,0,2
0,0,0.157277276,2,1.314554552,1,0.157277276,4,6.685445448,2,0,1,1,0,0.314554552,26.21361362,17.05633634,1,748.5845045,0,2
0,0.954314239,1,2,3,1,2.908628478,4,4.045685761,2,0.954314239,1,2.908628478,0,1.045685761,32.49745663,12,1,727.6396007,0,2
1.846577576,0,0.846577576,2,3.693155152,1.846577576,2.846577576,1.460267272,0.613689695,2.306844848,3.693155152,1.846577576,1.306844848,0,1.153422424,45.69866364,11.22737939,1,1240.767112,0,2
1.701763159,0.14911842,0.85088158,2,3.85088158,1.85088158,2.552644739,1.447355261,0.745592102,2,3.701763159,1.85088158,1.298236841,0,1,47.85088158,11.19294736,1,1236.570276,0,2
3,0,0,2,1,1,0,4,3,3,3,1,1,0,2,22,18,1,1808,0,2
3,0.452338431,0,1.547661569,2.357015294,1,1.357015294,4,4.809353726,2.547661569,2.547661569,1.452338431,1.452338431,0,2,28.78507647,26.14209177,1,1812.975723,0,2
1,0,1,2,4,1,2,2,3,2,2,0,1,1,2,21,30,1,3441,0,2
1,0,1,2,4,1,2,2,3,2,2,0,1,1,2,21,30,1,3441,0,2
1.834714754,0,0,0,2.776856831,1,1.388428415,3.388428415,1.553713661,2.834714754,2.388428415,0.611571585,2,0.776856831,1.611571585,28.89257268,20.33057049,1.611571585,1536.214855,0,2
0.840904961,0,0,0,2.719698346,1,1.719698346,3.719698346,2.159095039,1.840904961,2,1,2,0,2,40.63638016,18,1.280301654,1546.553062,0,2
3,0,4,0,2,1,0,4,9,2,2,1,0,0,2,38,48,1,3914,0,2
2.413244558,0,3.217659411,0.391170295,2.195585147,1,0.391170295,4,8.022074263,2,1.804414853,1,0.391170295,0,2,37.21765941,46.82648912,1,3923.974843,0,2
0.13475209,0.13475209,0.13475209,2,4,1,2.86524791,3.730495821,3.460991641,2,2,1.730495821,1.86524791,0,2,60.01417268,17.59574373,2,2604.177315,0,2
0,0,0,2,4,1,3,4,4,2,2,2,2,0,2,65,18,2,2600,0,2
2.001875358,0,0.499062321,2,2.499062321,1,2.499062321,3.001875358,2.003750715,1.500937679,3,1,2,0,2,25.49343625,9,1,1457.538445,0,2
0.735490756,0,0.735490756,2,3.264509244,1.264509244,3,2.529018489,0,1,3,1.264509244,2,0,1.735490756,29.79352773,11.3805832,1.264509244,1438.322546,0,2
1.60485942,0,1.60485942,1.06990628,3.53495314,1.53495314,2.53495314,4,4.60485942,2.06990628,3.06990628,1.53495314,2,0,2,49.88448454,14.79028116,1.53495314,1554.069906,0,2
1.99188811,0,0,0,2.336037297,1,1.336037297,3.336037297,1.00811189,2.99188811,2,1,2,0,2,36.03244756,18,1.663962703,1537.728858,0,2
1.550961428,0,0,2,2.966025715,1.483012857,1.033974285,2,3.483012857,2,1.483012857,0,1.483012857,0.516987143,1.516987143,19.96602571,16.24519286,1.516987143,1983.38109,0,2
1.799346403,0.400217866,1.600871462,2,2.800435731,1,2.400217866,2.800435731,4.600871462,2,2.200653597,0.400217866,1.400217866,0.599782134,2.400217866,27.40457518,19.80588237,1.599782134,1978.799346,0,2
0.104150218,1,3.583399129,1.104150218,3.104150218,1,2,3.895849782,1.791699565,1.104150218,3.687549347,1,1.895849782,0,2.791699565,38.43774674,24,1,1357.687549,0,2
0.056514253,0.056514253,3.773942987,2,4,1,0.113028506,3.943485747,0,2,1.943485747,0.056514253,1,0,1.943485747,25,24,1,1370.095772,0,2
0,0.948104239,0.103791522,0.103791522,2.103791522,1.948104239,1.051895761,2.896208478,3.948104239,3.051895761,2.948104239,1,1.948104239,0,2,25.84431272,41.53293815,2,4365.381277,0,2
0,1,0,0,2,2,1,3,4,3,3,1,2,0,2,26,42,2,4370,0,2
0,0,0.928965447,2,2.857930894,1,0.928965447,4,5.142069106,2,0,1,1,0,1.857930894,22.35517276,12.42620732,1,741.639311,0,2
0,0,0.887823268,2,2.775646536,1,0.887823268,4,5.224353464,2,0,1,1,0,1.775646536,22.56088366,12.67306039,1,742.0095906,0,2
3,1,2.271679215,2,2.635839607,1,1,2.364160393,8.271679215,2,2,1,2,0,3,48.9017545,20.72255647,2.271679215,4602.653133,0,2
2.876376246,0.958792082,0.958792082,2,2.082415836,1.041207918,1.082415836,3,6.752752492,1.917584164,2.082415836,1.041207918,2,0,2.958792082,39.34067331,16.35986129,1.041207918,4622.258257,0,2
2.542332069,1,3.389776092,2,3.694888046,1,2.152555977,3.847444023,8.694888046,3.152555977,1.152555977,0.152555977,1.847444023,0,2.152555977,26.69488805,36,2,7992.967258,0,2
2.359737451,1,3.146316601,2,3.5731583,1,2.21342085,3.78657915,8.5731583,3.21342085,1.21342085,0.21342085,1.78657915,0,2.21342085,26.5731583,36,2,7998.140772,0,2
1.152446871,0,0.768297914,2,2.615851043,1,1.615851043,2,0,2,2.615851043,1,0.384148957,0,2,32.15851043,12,1,1377.378085,0,2
0.123542813,0,0.082361875,2,2.958819062,1,1.958819062,2,0,2,2.958819062,1,0.041180938,0,2,35.58819062,12,1,1372.576533,0,2
0.41532263,0,0,1.58467737,3,2,2.207661315,4,0,0.41532263,3.792338685,0.41532263,2,0,2,34.03830658,16.86895184,1.792338685,949.3770161,0,2
